date,state,town,propertyCategory,propertyType,lotSize,transactedAmount
3/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,1182,135000
3/9/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,710,150000
3/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,875,340000
3/9/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,1307,345000
3/9/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,SERVICE RESIDENCE,419,270000
3/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1647,660000
3/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,1098,385000
3/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,825,160000
3/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1706,445000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,990,418000
3/9/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,904,480000
3/9/2015,SELANGOR,KUALA SELANGOR,RESIDENTIAL,TERRACE HOUSE,1643,385000
3/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1534,400000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,732,120000
3/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1647,550000
3/9/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,646,100000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,684,125000
3/9/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,2594,300000
3/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,710,90000
3/9/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,852,258000
3/9/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1709,350000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,480000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1436,570000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1242,130000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,4069,430000
3/9/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1650,660000
3/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,710,90000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1740,620000
3/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,980,285000
3/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,SEMI-D,3601,2650000
3/9/2015,SELANGOR,BUKIT RAJA,RESIDENTIAL,TERRACE HOUSE,1778,650000
3/9/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,727,110000
3/9/2015,SELANGOR,BATU CAVES,RESIDENTIAL,CONDOMINIUM,950,325000
3/9/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,650,19000
3/9/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,850,230000
3/9/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,958,350000
3/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,700,120000
3/9/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,CONDOMINIUM,975,650000
3/9/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1399,353000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,786,368000
3/9/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,TERRACE HOUSE,1656,635000
3/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1606,710000
3/9/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1302,260000
3/9/2015,SELANGOR,SUNWAY,RESIDENTIAL,APARTMENT/FLAT,852,180000
3/9/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,814,180000
3/9/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,1399,5000
3/9/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1195,730000
3/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1610,430000
3/9/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1610,430000
3/9/2015,SELANGOR,SUNWAY,RESIDENTIAL,APARTMENT/FLAT,852,225000
3/9/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,871,318000
3/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,915,290000
3/9/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,2400,1370000
3/9/2015,SELANGOR,BANGI,RESIDENTIAL,CONDOMINIUM,1324,330000
3/9/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,926,290000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,883,160000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1200,180000
3/9/2015,SELANGOR,KLANG,RESIDENTIAL,BUNGALOW,6480,2720000
3/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,689,180000
3/8/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,1650,600000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,650,96000
3/8/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,943,245000
3/8/2015,SELANGOR,KEPONG,RESIDENTIAL,CONDOMINIUM,932,250000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1824,500000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,829,385000
3/8/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,TERRACE HOUSE,1300,425000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1650,615000
3/8/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,958,350000
3/8/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,657,60000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,850,350000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,639,181000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1119,200000
3/8/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1302,165000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1302,175000
3/8/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,APARTMENT/FLAT,646,170000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,BUNGALOW,5995,350000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,829,205000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,1914,800000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1690,690000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,2386,650000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1873,920000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,2386,745000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1879,750000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1440,500000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,969,435000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,1044,580000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,BUNGALOW,4800,580000
3/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,APARTMENT/FLAT,850,275000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1400,162000
3/8/2015,SELANGOR,BANGI,RESIDENTIAL,APARTMENT/FLAT,958,290000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,700,105000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1120,360000
3/8/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,CLUSTER HOUSE,1760,590000
3/8/2015,SELANGOR,SABAK BERNAM,RESIDENTIAL,TERRACE HOUSE,1302,135000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1720,200000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1690,680000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,775,90000
3/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,825,75000
3/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1798,410000
3/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,SEMI-D,3240,1730000
3/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1586,480000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,CONDOMINIUM,904,375000
3/8/2015,SELANGOR,DENGKIL,RESIDENTIAL,TERRACE HOUSE,2441,900000
3/8/2015,SELANGOR,SUNWAY,RESIDENTIAL,CONDOMINIUM,495,180000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,743,93000
3/8/2015,SELANGOR,DENGKIL,RESIDENTIAL,TERRACE HOUSE,1922,320000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,4800,1275000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1755,1090000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1098,210000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1407,700000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,BUNGALOW,4000,555000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,SEMI-D,3000,950000
3/8/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1692,435000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SERVICE RESIDENCE,527,310000
3/8/2015,SELANGOR,SETIA ALAM,RESIDENTIAL,APARTMENT/FLAT,920,370000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,CONDOMINIUM,1425,580000
3/8/2015,SELANGOR,DAMANSARA,RESIDENTIAL,SERVICE RESIDENCE,680,540000
3/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1134,300000
3/8/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,APARTMENT/FLAT,646,77500
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1873,1280000
3/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1798,600000
3/8/2015,SELANGOR,KEPONG,RESIDENTIAL,TERRACE HOUSE,1955,1100000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1098,160000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,TERRACE HOUSE,1080,370000
3/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,2257,1200000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,753,200000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,BUNGALOW,6405,1860000
3/8/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,APARTMENT/FLAT,680,130000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,657,80000
3/8/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,1118,550000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,764,31000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,SEMI-D,3500,1100000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,969,250000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,926,260000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,1130,160000
3/8/2015,SELANGOR,BANDAR SRI DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,689,263000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,SEMI-D,3841,1550000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,CONDOMINIUM,1114,420000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,861,285000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1500,330000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,SERVICE RESIDENCE,969,490000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,3653,220000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,3132,500000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1546,600000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1163,180000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,2800,250000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,850,210000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1999,645000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,784,65000
3/8/2015,SELANGOR,ULU LANGAT,RESIDENTIAL,BUNGALOW,4176,380000
3/8/2015,SELANGOR,BERANANG,RESIDENTIAL,APARTMENT/FLAT,700,68000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,840,200000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1999,495000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,CONDOMINIUM,1149,490000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,CONDOMINIUM,1227,450000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,TERRACE HOUSE,840,200000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,CONDOMINIUM,1057,440000
3/8/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,SEMI-D,2207,768000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1543,670000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2099,485000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1374,395000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1898,590000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1039,250000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1912,570000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1737,665000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1292,150000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1501,470000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1076,210000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,4356,580000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TOWN HOUSE,1292,435000
3/8/2015,SELANGOR,AMPANG,RESIDENTIAL,TERRACE HOUSE,924,420000
3/8/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,1570,413000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,3143,600000
3/8/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,APARTMENT/FLAT,775,320000
3/8/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1496,240000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,753,140000
3/8/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,2007,570000
3/8/2015,SELANGOR,TELUK PANGLIMA GARANG,RESIDENTIAL,TERRACE HOUSE,2379,120000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,888,240000
3/8/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,TERRACE HOUSE,1252,300000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,130000
3/8/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,1666,230000
3/8/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,APARTMENT/FLAT,946,400000
3/8/2015,SELANGOR,CYBERJAYA,RESIDENTIAL,CONDOMINIUM,900,320000
3/8/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1399,155000
3/8/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,3229,700000
3/8/2015,SELANGOR,BATU CAVES,RESIDENTIAL,APARTMENT/FLAT,1098,425000
3/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1600,300000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1195,175000
3/8/2015,SELANGOR,KOTA DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,667,170000
3/8/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,810,405000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,786,152000
3/8/2015,SELANGOR,BATU CAVES,RESIDENTIAL,TERRACE HOUSE,1397,350000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,650,70000
3/8/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1496,300000
3/8/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,2422,169000
3/8/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,883,130000
3/8/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1399,200000
3/8/2015,SELANGOR,SUNGAI PELEK,RESIDENTIAL,TERRACE HOUSE,1399,266000
3/8/2015,SELANGOR,KAJANG,RESIDENTIAL,APARTMENT/FLAT,1103,235000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,APARTMENT/FLAT,990,450000
3/8/2015,SELANGOR,SELAYANG,RESIDENTIAL,APARTMENT/FLAT,776,108000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1755,685000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1798,808000
3/8/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,753,145000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,2400,920000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1798,900000
3/8/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,904,180000
3/8/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1561,706000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,TERRACE HOUSE,1376,520000
3/8/2015,SELANGOR,BATU ARANG,RESIDENTIAL,TERRACE HOUSE,1195,85000
3/8/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,797,260000
3/8/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1399,150000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,2723,798000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1627,440000
3/8/2015,SELANGOR,ULU KELANG,RESIDENTIAL,SEMI-D,3698,1900000
3/8/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,506,75000
3/8/2015,SELANGOR,SEMENYIH,RESIDENTIAL,APARTMENT/FLAT,753,138000
3/8/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,2343,785000
3/8/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1206,375000
3/7/2015,SELANGOR,JENJAROM,RESIDENTIAL,TERRACE HOUSE,1879,328000
3/7/2015,SELANGOR,RAWANG,RESIDENTIAL,SEMI-D,3197,950000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1076,170000
3/7/2015,SELANGOR,PANDAMARAN,RESIDENTIAL,APARTMENT/FLAT,753,120000
3/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,1606,720000
3/7/2015,SELANGOR,SEPANG,RESIDENTIAL,TERRACE HOUSE,1098,80000
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,852,270000
3/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,TERRACE HOUSE,2093,935000
3/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,TERRACE HOUSE,1076,125000
3/7/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,746,190000
3/7/2015,SELANGOR,KEPONG,RESIDENTIAL,APARTMENT/FLAT,657,127000
3/7/2015,SELANGOR,SERENDAH,RESIDENTIAL,APARTMENT/FLAT,701,70000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1098,200000
3/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,BUNGALOW,5995,1000000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,CLUSTER HOUSE,2640,965000
3/7/2015,SELANGOR,SERI KEMBANGAN,RESIDENTIAL,APARTMENT/FLAT,753,265000
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,APARTMENT/FLAT,818,310000
3/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,1800,728000
3/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,TERRACE HOUSE,5144,950000
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,840,280000
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,840,160000
3/7/2015,SELANGOR,DENGKIL,RESIDENTIAL,APARTMENT/FLAT,685,65000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,1490,58000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,818,92000
3/7/2015,SELANGOR,DAMANSARA PERDANA,RESIDENTIAL,CONDOMINIUM,1098,495000
3/7/2015,SELANGOR,PUNCAK ALAM,RESIDENTIAL,APARTMENT/FLAT,720,149500
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,TERRACE HOUSE,1260,285000
3/7/2015,SELANGOR,SAUJANA,RESIDENTIAL,CONDOMINIUM,1569,980000
3/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1152,430000
3/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,1055,408000
3/7/2015,SELANGOR,PETALING JAYA,RESIDENTIAL,CONDOMINIUM,2261,860000
3/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,850,468000
3/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,950,140000
3/7/2015,SELANGOR,TANJONG KARANG,RESIDENTIAL,SEMI-D,3950,300000
3/7/2015,SELANGOR,KAJANG,RESIDENTIAL,BUNGALOW,2734,1500000
3/7/2015,SELANGOR,SUNGAI BULOH,RESIDENTIAL,TERRACE HOUSE,1399,380000
3/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,APARTMENT/FLAT,852,180000
3/7/2015,SELANGOR,BANTING,RESIDENTIAL,TERRACE HOUSE,850,100000
3/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,753,177000
3/7/2015,SELANGOR,BANDAR KINRARA,RESIDENTIAL,CONDOMINIUM,1405,565000
3/7/2015,SELANGOR,BESTARI JAYA,RESIDENTIAL,TERRACE HOUSE,1496,90000
3/7/2015,SELANGOR,SHAH ALAM,RESIDENTIAL,SERVICE RESIDENCE,678,256000
3/7/2015,SELANGOR,TANJONG DUABELAS,RESIDENTIAL,TERRACE HOUSE,1399,150000
3/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1302,220000
3/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,1302,240000
3/7/2015,SELANGOR,ULU KELANG,RESIDENTIAL,TERRACE HOUSE,1721,680000
3/7/2015,SELANGOR,SEMENYIH,RESIDENTIAL,TERRACE HOUSE,1822,827000
3/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,APARTMENT/FLAT,700,119000
3/7/2015,SELANGOR,BATU CAVES,RESIDENTIAL,SERVICE RESIDENCE,1011,420000
3/7/2015,SELANGOR,SAUJANA,RESIDENTIAL,CONDOMINIUM,651,460000
3/7/2015,SELANGOR,DAMANSARA DAMAI,RESIDENTIAL,APARTMENT/FLAT,574,105000
3/7/2015,SELANGOR,SUBANG JAYA,RESIDENTIAL,CONDOMINIUM,682,320000
3/7/2015,SELANGOR,CHERAS,RESIDENTIAL,APARTMENT/FLAT,657,152000
3/7/2015,SELANGOR,RAWANG,RESIDENTIAL,TERRACE HOUSE,1195,170000
3/7/2015,SELANGOR,SELAYANG,RESIDENTIAL,TERRACE HOUSE,700,330000
3/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,303000
3/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,365000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,APARTMENT/FLAT,840,240000
3/7/2015,SELANGOR,KAJANG,RESIDENTIAL,TERRACE HOUSE,2723,1050000
3/7/2015,SELANGOR,KAPAR,RESIDENTIAL,TERRACE HOUSE,1302,300000
3/7/2015,SELANGOR,RAWANG,RESIDENTIAL,APARTMENT/FLAT,624,11000
3/7/2015,SELANGOR,DAMANSARA,RESIDENTIAL,APARTMENT/FLAT,926,250000
3/7/2015,SELANGOR,PUCHONG,RESIDENTIAL,BUNGALOW,2777,440000
3/7/2015,SELANGOR,KAPAR,RESIDENTIAL,APARTMENT/FLAT,650,75000
3/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,635,135000
3/7/2015,SELANGOR,AMPANG,RESIDENTIAL,APARTMENT/FLAT,628,95000
3/7/2015,SELANGOR,KLANG,RESIDENTIAL,TERRACE HOUSE,1760,310000
