"Tahun","Minggu","Negeri","Daerah/Zon/PBT","Lokaliti","Jumlah Kes Terkumpul","Tempoh Wabak Berlaku (Hari)","latitude","longitude"
2015,13,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln AA 7/AA-AC 7/AC, T 7/T-Z 7/Z)",278,228,3.058409,101.636769
2015,13,"Selangor","Petaling","Sri Pjs 8 Mentari Court",176,181,3.113117,101.815683
2015,13,"Selangor","Petaling","Pjs 9/1 (Lagoon Perdana & Rumah Kedai)",147,160,3.113118,101.815693
2015,13,"Selangor","Petaling","Seksyen U10 (Puncak Perdana : UITM)",67,151,2.975147,101.783915
2015,13,"Selangor","Petaling","Seksyen U2 (Teres C : U2/15 - 28)",77,151,3.113117,101.815673
2015,13,"Perak","Kinta","Kg Das Tambahan 2",69,149,3.048069,101.639553
2015,13,"Selangor","Petaling","Ss 18/5, 6",28,146,3.198303,101.599919
2015,13,"Perak","Kinta","Kg Baru Buntong",63,135,3.052035,101.643996
2015,13,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",77,133,3.128331,101.618127
2015,13,"Selangor","Hulu Langat","Kuis",60,131,3.074107,101.492219
2015,13,"Selangor","Petaling","TM Pjs 2B Flat Desa Mentari (Blok 9, 10)",42,131,3.074107,101.492219
2015,13,"Selangor","Petaling","Ss 18/4",40,127,3.074107,101.492219
2015,13,"Perak","Kinta","Kg Sg Tapah Tambahan",67,125,3.155076,101.593722
2015,13,"Perak","Kinta","Tmn Ipoh Jaya",43,123,3.089795,101.647281
2015,13,"Selangor","Petaling","Sri SS 5C",35,122,3.113117,101.815673
2015,13,"Perak","Kinta","Tmn Cempaka ",68,121,3.060047,101.584687
2015,13,"Perak","Kinta","Kg Baru Kuala Kuang",59,116,3.188612,101.604747
2015,13,"Perak","Kinta","Bandar Lahat Baru",46,115,3.13281,101.748025
2015,13,"Perak","Kinta","Tmn Bersatu ",27,113,3.114994,101.811318
2015,13,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",142,113,3.058404,101.636764
2015,13,"Selangor","Petaling","Seksyen 15 (Dataran Otomobil : Blok 1-18)",65,112,3.058405,101.636763
2015,13,"Selangor","Hulu Langat","Jalan Taming Kiri Tamn Taming Jaya",20,106,3.058406,101.636762
2015,13,"Selangor","Petaling","Du SS 2 (1)",37,104,3.058407,101.636765
2015,13,"Selangor","Petaling","Bt 13 Kg Kenangan",31,104,3.058408,101.636767
2015,13,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",59,102,3.058409,101.636769
2015,13,"Selangor","Petaling","SS 14/5",19,101,3.113117,101.815683
2015,13,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 (Jln Teratai, Melur, Mawar, Melati)",31,101,3.113118,101.815693
2015,13,"Selangor","Petaling","USJ 1 (Angsana Appt)",47,94,2.975147,101.783915
2015,13,"Selangor","Gombak","Tmn Rawang Perdana",28,96,3.113117,101.815673
2015,13,"Selangor","Petaling","Tmn Puchong Utama 7 Court 2",41,94,3.048069,101.639553
2015,13,"Perak","Kinta","Rapat Setia",37,93,3.198303,101.599919
2015,13,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A : Jln 14/1-Jln 14/28",41,93,3.052035,101.643996
2015,13,"Perak","Kinta","Rumah Pangsa Sri Kepayang",34,92,3.058406,101.636762
2015,13,"Perak","Kinta","Tmn Pertama",29,91,3.058407,101.636765
2015,13,"Selangor","Sepang","Mutiara Ville Cyberjaya",48,91,3.058408,101.636767
2015,13,"Selangor","Petaling","Tm PJS 3 Sri Manja Court (Jln PJS 3/44)",38,90,3.058409,101.636769
2015,13,"Selangor","Petaling","Bdr Kinrara 5 (Jln Bk 5/9-Bk 5/18) & IPD Serdang",23,90,3.113117,101.815683
2015,13,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5",71,88,3.113118,101.815693
2015,13,"Selangor","Sepang","Taman Desa Sentosa Fasa 2",45,86,2.975147,101.783915
2015,13,"Selangor","Petaling","SS 14/1",24,85,3.113117,101.815673
2015,13,"Perak","Kinta","Tmn Meru Jaya",37,84,3.048069,101.639553
2015,13,"Selangor","Petaling","SS 16 (Casa Tiara Appt)",19,84,3.198303,101.599919
2015,13,"Selangor","Hulu Langat","Hostel GMI Bangi",44,83,3.052035,101.643996
2015,13,"Selangor","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi",23,83,3.058406,101.636762
2015,13,"Selangor","Petaling","Pst Bdr Puchong (Jln Bandar & QTS Bomba)",21,83,3.058407,101.636765
2015,13,"Selangor","Petaling","Taman Saujana Puchong 10",17,83,3.058408,101.636767
2015,13,"Selangor","Petaling","Tmn Puchong Perdana 4 (Blok A-G)",21,83,3.058409,101.636769
2015,13,"Selangor","Petaling","Seksyen U2 Teres B (Jln U2/2-U2/13)",22,82,3.113117,101.815683
2015,13,"Perak","Kinta","Tmn Sri Dermawan",27,80,3.113118,101.815693
2015,13,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat A : Blok 2-10)",19,80,2.975147,101.783915
2015,13,"Selangor","Petaling","Seksyen 7 (Flat D : Blok 52-58)",89,80,3.113117,101.815673
2015,13,"Selangor","Petaling","Seksyen 13 (Pangsapuri Perdana)",51,79,3.048069,101.639553
2015,13,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy B : Blok 3-8)",24,79,3.198303,101.599919
2015,13,"Perak","Kinta","Tmn Rapat Indah",15,78,3.052035,101.643996
2015,13,"Selangor","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29-Jln 14/49",26,76,3.058406,101.636762
2015,13,"Perak","Kinta","Kg Baru Simpang Pulai",15,75,3.058407,101.636765
2015,13,"Selangor","Hulu Langat","Taman Bangi Indah",26,75,3.058408,101.636767
2015,13,"Selangor","Gombak","Appt Desa 1",59,74,3.058409,101.636769
2015,13,"Perak","Kinta","Kg Bercham",24,73,3.113117,101.815683
2015,13,"Selangor","Petaling","Pjs 9/2 -Pjs 9/30",19,71,3.113118,101.815693
2015,13,"Selangor","Petaling","Usj 17",13,70,2.975147,101.783915
2015,13,"Selangor","Sepang","The Arc Condo",18,70,3.113117,101.815673
2015,13,"Selangor","Petaling","Usj 9/1-Usj 9/3j",12,68,3.048069,101.639553
2015,13,"Perak","Kinta","Kg Manjoi",19,68,3.198303,101.599919
2015,13,"Selangor","Petaling","Tmn Kinrara (Jln Tk 4)",16,67,3.052035,101.643996
2015,13,"Selangor","Sepang","Taman Seroja",15,67,3.058406,101.636762
2015,13,"Selangor","Petaling","Kt Pju 1A Vista Subang",27,66,3.058407,101.636765
2015,13,"Selangor","Gombak","Bd Country Home Fasa 1",25,64,3.058408,101.636767
2015,13,"Selangor","Hulu Langat","Taman Bukit Angsana",13,64,3.058409,101.636769
2015,13,"Selangor","Gombak","Tmn Wangsa Permai",19,62,3.113117,101.815683
2015,13,"Selangor","Petaling","Kt Seksyen 20 Teres A",13,61,3.113118,101.815693
2015,13,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 1)",18,61,2.975147,101.783915
2015,13,"Selangor","Petaling","Seksyen U6 (Kg Melayu Subang B : Jln Merbau)",9,60,3.113117,101.815673
2015,13,"Selangor","Petaling","Seksyen 27 (Flat C : Blok 31-36)",10,59,3.048069,101.639553
2015,13,"Selangor","Petaling","Seksyen 19 (Flat Jln 19/15 Blok 1-5)",26,58,3.198303,101.599919
2015,13,"Selangor","Petaling","Taman Lestari Perdana (Sri Indah Apt)",16,58,3.052035,101.643996
2015,13,"Selangor","Petaling","Tmn Puchong Perdana (Jln Anggerik)",11,58,3.128331,101.618127
2015,13,"Selangor","Petaling","Seksyen 18 (Jln 18/3 Flat B : Blok 11-17)",9,57,3.074107,101.492219
2015,13,"Selangor","Petaling","Kd Pju 1A Pacific Place",14,55,3.074107,101.492219
2015,13,"Selangor","Petaling","Bt 13 Kg Tengah",22,55,3.074107,101.492219
2015,13,"Selangor","Hulu Langat","Jalan Mewah 2 Pandan Mewah",11,54,3.155076,101.593722
2015,13,"Selangor","Petaling","Usj 16 (Sri Tanjung)",31,54,3.089795,101.647281
2015,13,"Perak","Kinta","Tmn Perpaduan",21,53,3.113117,101.815673
2015,13,"Selangor","Hulu Langat","Jalan 2/4 Seksyen 2 Bandar Sri Putra",9,52,3.060047,101.584687
2015,13,"Selangor","Petaling","Tmn Kinrara Jln Tk 1 (Palm Terrace)",9,52,3.188612,101.604747
2015,13,"Selangor","Petaling","Usj 14 (Subang Perdana Goodyear Court 9)",20,52,3.13281,101.748025
2015,13,"Selangor","Petaling","Seksyen U20 (Flat Kos Rendah & Fasa 2 BBSB : Jln 2/1-2/4)",10,52,3.114994,101.811318
2015,13,"Selangor","Sepang","Cyberia Condominium",22,52,3.058404,101.636764
2015,13,"Selangor","Gombak","Kg Nakhoda",14,51,3.058405,101.636763
2015,13,"Selangor","Hulu Langat","Appt Jalan 6C/9-6C/11 Seksyen 16 Bandar Baru Bangi",7,51,3.058406,101.636762
2015,13,"Selangor","Hulu Langat","Jalan Bm 6 Bandar Bukit Mahkota",7,51,3.058407,101.636765
2015,13,"Selangor","Petaling","Usj 4/3 - Usj 4/4",11,49,3.058408,101.636767
2015,13,"Selangor","Petaling","Taman Serdang Utama 14",9,49,3.058409,101.636769
2015,13,"Selangor","Gombak","Au1C Tmn Keramat",19,49,3.113117,101.815683
2015,13,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian B : Jln 15/7 - 15/16, Jln 15/20-21)",10,48,3.113118,101.815693
2015,13,"Selangor","Hulu Langat","Seksyen 1 Bandar Teknologi",8,47,2.975147,101.783915
2015,13,"Selangor","Petaling","Ss 17/2 ",10,47,3.113117,101.815673
2015,13,"Selangor","Petaling","Tmn Puchong Permai (Flat 38 Blok A)",9,46,3.048069,101.639553
2015,13,"Selangor","Barat Daya","Flat Sri Bayu",8,45,3.198303,101.599919
2015,13,"Selangor","Petaling","Usj 18",10,44,3.052035,101.643996
2015,13,"Sabah","Penampang","Kg. Nosoob Baru",16,44,3.128331,101.618127
2015,13,"P.Pinang","Barat Daya","Bandar Baru Teluk Kumbar",18,43,3.074107,101.492219
2015,13,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai",12,43,3.074107,101.492219
2015,13,"Selangor","Petaling","Tm Pjs 1 Apt Tmn Petaling Utama (Blok A-D : Jln Pjs 1/52)",8,43,3.074107,101.492219
2015,13,"Perak","Kinta","Tmn Silibin",11,42,3.155076,101.593722
2015,13,"Selangor","Petaling","Usj 1/2",6,42,3.089795,101.647281
2015,13,"Perak","Kinta","Tmn Ehsan",10,41,3.113117,101.815673
2015,13,"Selangor","Hulu Langat","Jalan 4/4 Seksyen 4 Bandar Baru Bangi",6,41,3.060047,101.584687
2015,13,"Selangor","Petaling","Seksyen 23 (Teres A : Jln 23/6-23/12)",5,41,3.188612,101.604747
2015,13,"Perak","Kinta","Kawasan Perindustrian Tasek",10,40,3.13281,101.748025
2015,13,"Selangor","Petaling","Seksyene 2",9,40,3.114994,101.811318
2015,13,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy A : Blok 1-2)",8,40,3.058404,101.636764
2015,13,"Selangor","Petaling","Ss 17/3",14,40,3.058405,101.636763
2015,13,"Selangor","Petaling","Tmn Puchong Prima (Lotus@Teratai)",11,40,3.058406,101.636762
2015,13,"Perak","Kinta","Tmn Tasek Jaya",14,38,3.058407,101.636765
2015,13,"Perak","Kinta","Tmn Tasek Mewah",8,38,3.058408,101.636767
2015,13,"Perak","Kinta","Tmn Wing Onn",11,38,3.058409,101.636769
2015,13,"Selangor","Petaling","Seksyen U5 (Subang Pelangi : Jln U5/122-U5/136C & Jln U5/AK, AJ,AH & AG)",10,36,3.113117,101.815683
2015,13,"Selangor","Petaling","Usj 16",8,36,3.113118,101.815693
2015,13,"Selangor","Gombak","Tmn Selaseh Fasa 2",4,35,2.975147,101.783915
2015,13,"Selangor","Petaling","Usj 14 (Subang Perdana Goodyear Court 7)",14,35,3.113117,101.815673
2015,13,"Selangor","Hulu Langat","Jalan DP 4 Bandar Damai Perdana",10,34,3.048069,101.639553
2015,13,"Selangor","Petaling","Seksyen 28 (Flat A : Blok 1,3,5,7,9,11,13,15,17,19)",8,34,3.198303,101.599919
2015,13,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri (Jalan 5/20-5/27)",4,34,3.052035,101.643996
2015,13,"Perak","Kinta","Anjung Bercham Megah",5,33,3.128331,101.618127
2015,13,"Selangor","Hulu Langat","Jalan 2/3 Seksyen 2 Bandar Sri Putra",9,33,3.074107,101.492219
2015,13,"Selangor","Hulu Langat","Jalan St 1-11  Taman Sri Tanjung",8,33,3.074107,101.492219
2015,13,"Selangor","Petaling","Usj 9/5",13,33,3.074107,101.492219
2015,13,"Selangor","Sepang","Apt Rosana Villa",6,33,3.155076,101.593722
2015,13,"Selangor","Hulu Langat","Pandan Villa Kondo Pandan Indah",4,32,3.089795,101.647281
2015,13,"Selangor","Petaling","Tm Pjs 4 Tmn Indah Jaya (Teres B : Jln Pjs 4/2, 4,8,9,10,19,21)",6,32,3.113117,101.815673
2015,13,"Perak","Kinta","Kg Simee",8,32,3.060047,101.584687
2015,13,"Selangor","Petaling","Seksyen U6 (Kg Baru Subang E : Jln 2C)",7,32,3.188612,101.604747
2015,13,"Selangor","Hulu Langat","Grandner Tower Pandan Indah",5,31,3.13281,101.748025
2015,13,"Selangor","Petaling","Seksyen 17 Teres A (Jln 17/2-17/15)",11,31,3.114994,101.811318
2015,13,"Selangor","Petaling","Ss 19/1",6,31,3.058404,101.636764
2015,13,"Selangor","Petaling","Bandar Kinrara 4 (Jln Bk 4/1 Sebahagian 4/2-4/4)",7,31,3.058405,101.636763
2015,13,"Selangor","Petaling","Seksyen U6 (Taman Subang Baru)",6,31,3.058406,101.636762
2015,14,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa- Ac 7/Ac, T 7/T- Z 7/Z)",279,235,3.058407,101.636765
2015,14,"Selangor","Petaling","Sri Pjs 8 Mentari Court",180,188,3.058408,101.636767
2015,14,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana & Rumah Kedai)",148,167,3.058409,101.636769
2015,14,"Selangor","Petaling","Seksyen U2 (Teres C : U2/15-28)",79,158,3.113117,101.815683
2015,14,"Perak","Kinta","Kg Das Tambahan 2",70,156,3.113118,101.815693
2015,14,"Perak","Kinta","Kg Baru Buntong",69,142,2.975147,101.783915
2015,14,"Selangor","Hulu Langat","Kuis",62,138,3.113117,101.815673
2015,14,"Selangor","Petaling","Ss 18/4",41,134,3.048069,101.639553
2015,14,"Perak","Kinta","Kg Sg Tapah Tambahan",68,132,3.198303,101.599919
2015,14,"Perak","Kinta","Tmn lpoh Jaya",43,129,3.052035,101.643996
2015,14,"Perak","Kinta","Tmn Cempaka",71,128,3.058406,101.636762
2015,14,"Perak","Kinta","Kg Baru Kuala Kuang",59,123,3.058407,101.636765
2015,14,"Perak","Kinta","Bandar Lahat Baru",47,122,3.058408,101.636767
2015,14,"Perak","Kinta","Tmn Bersatu",28,120,3.058409,101.636769
2015,14,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29-7/35)",143,120,3.113117,101.815683
2015,14,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil : Blok 1 - 18)",71,119,3.113118,101.815693
2015,14,"Selangor","Hulu Langat","Jalan Taming Kiri Taman Taming Jaya",21,113,2.975147,101.783915
2015,14,"Selangor","Petaling","Du Ss 2 ( 1 )",37,111,3.113117,101.815673
2015,14,"Selangor","Petaling","Bt 13 Kg Kenangan",31,111,3.048069,101.639553
2015,14,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",60,109,3.198303,101.599919
2015,14,"Selangor","Petaling","Bl Pju 6a Kg Sg Kayu Ara 5 ( Jln Teratai, Melur, Mawar, Melati)",31,107,3.052035,101.643996
2015,14,"Selangor","Petaling","Usj 1 (Angsana Appt)",53,104,3.058406,101.636762
2015,14,"Selangor","Gombak","Tmn Rawang Perdana",29,103,3.058407,101.636765
2015,14,"Selangor","Petaling","Tmn Puchong Utama 7 Court 2",41,101,3.058408,101.636767
2015,14,"Perak","Kinta","Rapat Setia",37,100,3.058409,101.636769
2015,14,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A: Jln 14/1 - Jln 14/28",43,100,3.113117,101.815683
2015,14,"Perak","Kinta","Rumah Pangsa Sri Kepayang",35,99,3.113118,101.815693
2015,14,"Perak","Kinta","Tmn Pertama",30,98,2.975147,101.783915
2015,14,"Selangor","Sepang","Mutiara Ville Cyberjaya",50,98,3.113117,101.815673
2015,14,"Selangor","Petaling","Tm Pjs 3 Sri Manja Court ( Jln Pjs 3/44 )",38,96,3.048069,101.639553
2015,14,"Sabah","Kota Kinabalu","Taman Fu Yen Ph.5",71,95,3.198303,101.599919
2015,14,"Selangor","Petaling","Ss 14/1",25,92,3.052035,101.643996
2015,14,"Perak","Kinta","Tmn Meru Jaya",39,91,3.058406,101.636762
2015,14,"Selangor","Hulu Langat","Hostel Gmi Bangi",45,90,3.058407,101.636765
2015,14,"Selangor","Hulu Langat","Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi",24,90,3.058408,101.636767
2015,14,"Selangor","Petaling","Pst Bdr Puchong ( Jln Bandar & Qts Bomba)",21,90,3.058409,101.636769
2015,14,"Selangor","Petaling","Tmn Puchong Perdana 4 (Biok A-G)",24,90,3.113117,101.815683
2015,14,"Selangor","Petaling","Seksyen 18 (Jin 18/3 Flat A : Blok2-10)",20,87,3.113118,101.815693
2015,14,"Selangor","Petaling","Seksyen 7 (Flat D : Blok 52 -58)",90,87,2.975147,101.783915
2015,14,"Selangor","Petaling","Seksyen 13 ( Pangsapuri Perdana)",53,86,3.113117,101.815673
2015,14,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy B: Blok 3- 8)",24,86,3.048069,101.639553
2015,14,"Perak","Kinta","Tmn Sri Dermawan",27,86,3.198303,101.599919
2015,14,"Selangor","Petaling","Dun Bg Seksyen 14 Teres B : Jln 14/29- Jln 14/49",28,83,3.052035,101.643996
2015,14,"Selangor","Hulu Langat","Taman Bangi lndah",27,82,3.058406,101.636762
2015,14,"Selangor","Gombak","Appt Desa 1",61,81,3.058407,101.636765
2015,14,"Perak","Kinta","Kg Bercham",27,80,3.058408,101.636767
2015,14,"Selangor","Hulu Langat","Appt Bangi ldaman Bandar Baru Bangi",13,80,3.058409,101.636769
2015,14,"Selangor","Petaling","Pjs 9/2 - Pjs 9/30",23,78,3.113117,101.815683
2015,14,"Selangor","Sepang","The Arc Condo",20,77,3.113118,101.815693
2015,14,"Perak","Kinta","Kg Manjoi",20,75,2.975147,101.783915
2015,14,"Selangor","Sepang","Taman Seroja",18,74,3.113117,101.815673
2015,14,"Selangor","Petaling","Kt Pju 1a Vista Subang",31,73,3.048069,101.639553
2015,14,"Selangor","Gombak","Bdr Country Home Fasa 1",26,71,3.198303,101.599919
2015,14,"Selangor","Hulu Langat","Taman Bukit Angsana",13,70,3.052035,101.643996
2015,14,"Selangor","Gombak","Tmn Wangsa Permai",20,69,3.128331,101.618127
2015,14,"Selangor","Petaling","Kt Seksyen 20 Teres A",14,68,3.074107,101.492219
2015,14,"Selangor","Petaling","Usj 6/1 (Subang Perdana Goodyear Court 1)",18,68,3.074107,101.492219
2015,14,"Selangor","Petaling","Seksyen 19 ( Flat A Jln 19/15 Blok 1 - 5)",27,65,3.074107,101.492219
2015,14,"Selangor","Petaling","Taman Lestari Perdana (Sri lndah Apt)",16,65,3.155076,101.593722
2015,14,"Selangor","Petaling","Tmn Puchong Perdana (Jin Anggerik)",11,65,3.089795,101.647281
2015,14,"Selangor","Petaling","Seksyen 27 (Flat C : Blok 31 -36)",10,65,3.113117,101.815673
2015,14,"Selangor","Petaling","Kd Pju 1a Pacific Place",14,62,3.060047,101.584687
2015,14,"Selangor","Petaling","Bt 13 Kg Tengah",22,62,3.188612,101.604747
2015,14,"Selangor","Petaling","Usj 16 (Sri Tanjung Appt)",34,61,3.13281,101.748025
2015,14,"Perak","Kinta","Tmn Perpaduan",21,60,3.114994,101.811318
2015,14,"Selangor","Hulu Langat","Jalan 2/4 Seksyen 2 Bandar Sri Putra",9,59,3.058404,101.636764
2015,14,"Selangor","Petaling","Usj 14 (Subang Perdana Goodyear Court 9)",22,59,3.058405,101.636763
2015,14,"Selangor","Gombak","Kg Nakhoda",16,58,3.058406,101.636762
2015,14,"Selangor","Petaling","Seksyen 15 ( Kaw Perindustrian B : Jln 15/7 -15/16, Jln 15/20-21 )",13,55,3.058407,101.636765
2015,14,"Selangor","Gombak","Kg Sg Bakau",13,53,3.058408,101.636767
2015,14,"Selangor","Petaling","Tmn Puchong Permai (Flat 38 Blok A)",9,53,3.058409,101.636769
2015,14,"Selangor","Hulu Langat","Seksyen 1 Bandar Teknologi",8,53,3.113117,101.815683
2015,14,"Selangor","Petaling","Ss 17/2",10,53,3.113118,101.815693
2015,14,"P Pinang","Barat Daya","Flat Sri Bayu",10,52,2.975147,101.783915
2015,14,"Selangor","Petaling","Usj 18",11,51,3.113117,101.815673
2015,14,"Sabah","Penampang","Kg.Nosoob Baru",16,51,3.048069,101.639553
2015,14,"P Pinang","Barat Daya","Bandar Baru Teluk Kumbar",19,50,3.198303,101.599919
2015,14,"Selangor","Petaling","Tm Pjs 1 Apt Tmn Petaling Utama ( Blok A - D : Jln Pjs 1/52)",10,50,3.052035,101.643996
2015,14,"Selangor","Hulu Langat","Jalan Tkp 1-14 Taman Kantan Permai",12,49,3.128331,101.618127
2015,14,"Selangor","Hulu Langat","Jalan 4/4 Seksyen 4 Bandar Baru Bangi",8,48,3.074107,101.492219
2015,14,"Selangor","Petaling","Seksyen 23 (Teres A: Jln 23/6 -23/12)",6,48,3.074107,101.492219
2015,14,"Perak","Kinta","Kwsn Perindustrian Tasek",12,47,3.074107,101.492219
2015,14,"Selangor","Petaling","Seksyen 2",10,47,3.155076,101.593722
2015,14,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy A: Blok 1 -2)",9,47,3.089795,101.647281
2015,14,"Selangor","Petaling","Sri Pjs 10 (Teres D : Jln Pjs 10/15, 15a, 10/18, 10/20,10/22, 10/26a, 10/26c) ",8,47,3.113117,101.815673
2015,14,"Selangor","Petaling","Ss 17/3",15,47,3.060047,101.584687
2015,14,"Selangor","Petaling","Tmn Puchong Prima (Lotus@Teratai)",12,47,3.188612,101.604747
2015,14,"Perak","Kinta","Tmn Tasek Jaya",14,45,3.13281,101.748025
2015,14,"Perak","Kinta","Tmn Tasek Mewah",10,45,3.114994,101.811318
2015,14,"Perak","Kinta","Tmn Wing Onn",11,44,3.058404,101.636764
2015,14,"Selangor","Petaling","Seksyen U5 ( Subang Pelangi : Jln U5/122- U5/136c & Jln U5/Ak, Aj, Ah & Ag)",13,43,3.058405,101.636763
2015,14,"Selangor","Petaling","Usj 16",9,43,3.058406,101.636762
2015,14,"Selangor","Petaling","Usj 14 ( Subang Perdana Goodyear Court 7)",14,42,3.058407,101.636765
2015,14,"Selangor","Petaling","Seksyen 28 ( Flat A : Blok 1, 3,5, 7, 9, 11, 13, 15, 17,19)",10,41,3.058408,101.636767
2015,14,"Selangor","Hulu Langat","Jalan 2/3 Seksyen 2 Bandar Sri Putra",9,40,3.058409,101.636769
2015,14,"Selangor","Petaling","Bl Pju 10 Apt Saujana 1 ( Blok A,B,C,D,E,F,L,M)",8,40,3.113117,101.815683
2015,14,"Selangor","Petaling","Usj 9/5",13,40,3.113118,101.815693
2015,14,"Perak","Kinta","Kg Simee",9,39,2.975147,101.783915
2015,14,"Selangor","Hulu Langat","Jalan St 1-11 Taman Sri Tanjung",8,39,3.113117,101.815673
2015,14,"Selangor","Hulu Langat","GrandnerTowerPandan lndah",6,38,3.048069,101.639553
2015,14,"Selangor","Petaling","Seksyen 17 Teres A (Jin 17/2-17/15)",15,38,3.198303,101.599919
2015,14,"Selangor","Petaling","Ss 19/1",6,38,3.052035,101.643996
2015,14,"Selangor","Petaling","Bandar Kinrara 4 ( Jln Bk 4/1 Sebahagian 4/2-4/4 )",8,38,3.128331,101.618127
2015,14,"Selangor","Petaling","Seksyen U6 (Taman Subang Baru)",8,38,3.074107,101.492219
2015,14,"Selangor","Petaling","Tm Seksyen 1 (Teres A: Jln 1/4-6,8-10,12,14,15,17,19,21,26)",5,37,3.074107,101.492219
2015,14,"Perak","Kinta","Tmn Kin Mee",9,36,3.074107,101.492219
2015,14,"Selangor","Petaling","Seksyen U10 ( Sunway Alam Suria Teres C: Jln U10/43- U10/50)",9,35,3.155076,101.593722
2015,14,"Selangor","Petaling","Taman Puchong lndah 3",5,34,3.089795,101.647281
2015,14,"Selangor","Hulu Langat","Jalan 49-69 Taman Bukit Mewah",7,33,3.113117,101.815673
2015,14,"Selangor","Petaling","Usj 11/3",4,33,3.060047,101.584687
2015,14,"Selangor","Hulu Langat","Pangsapuri Delima Taman Pinggiran Delima",5,32,3.188612,101.604747
2015,14,"Selangor","Hulu Langat","Rumah Pkns Bangi Lama",6,32,3.13281,101.748025
2015,14,"Perak","Kinta","Tmn Tasek Damai",5,31,3.114994,101.811318
2015,14,"Selangor","Petaling","Bt 13 Kg Baru Sri Puchong",4,31,3.058404,101.636764
2015,14,"Selangor","Petaling","Ss 15/5 (Teres)",5,31,3.058405,101.636763
2015,15,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln AA 7/AA-AC 7/AC, T 7/T--Z 7/Z)",279,242,3.058406,101.636762
2015,15,"Selangor","Petaling","Seksyen Pjs 8 Mentari Court",186,195,3.058407,101.636765
2015,15,"Selangor","Petaling","Pjs 9/1 (Lagoon Perdana & Rumah Kedai)",148,173,3.058408,101.636767
2015,15,"Selangor","Petaling","Seksyen U2 (Teres C : U2/15-28)",80,165,3.058409,101.636769
2015,15,"Perak","Kinta","Kg Das Tambahan 2",73,163,3.113117,101.815683
2015,15,"Perak","Kinta","Kg Das Tambahan 2",74,149,3.113118,101.815693
2015,15,"Selangor","Hulu Langat","Kg Baru Buntong",63,145,2.975147,101.783915
2015,15,"Selangor","Petaling","Kuis Ss 18/4",41,141,3.113117,101.815673
2015,15,"Perak","Kinta","Kg Sg Tapah Tambahan",69,139,3.048069,101.639553
2015,15,"Perak","Kinta","Tmn Cempaka",78,135,3.198303,101.599919
2015,15,"Perak","Kinta","Bandar Lahat Baru",49,129,3.052035,101.643996
2015,15,"Perak","Kinta","Tmn Bersatu",28,127,3.058406,101.636762
2015,15,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29-7/35)",143,127,3.058407,101.636765
2015,15,"Selangor","Petaling","Seksyen 15 (Dataran Otomobil : Blok 1-18)",76,126,3.058408,101.636767
2015,15,"Selangor","Hulu Langat","Jaln Taming Kiri Taman Taming Jaya",22,120,3.058409,101.636769
2015,15,"Selangor","Petaling","Bt 15 Kg Kenangan",62,118,3.113117,101.815683
2015,15,"Selangor","Petaling","Usj 1 (Angsana Appt)",58,111,3.113118,101.815693
2015,15,"Selangor","Gombak","Tmn Rawang Perdana",30,110,2.975147,101.783915
2015,15,"Selangor","Petaling","Dun Bg Seksyen 14 Teres A L : Jln 14/1-Jln14/28",43,107,3.113117,101.815673
2015,15,"Selangor","Petaling","Tmn Puchong Utama 7 Court 2",41,107,3.048069,101.639553
2015,15,"Perak","Kinta","Rumah Pangsa Seri Kepayang",36,106,3.198303,101.599919
2015,15,"Perak","Kinta","Tmn Pertama ",31,105,3.052035,101.643996
2015,15,"Selangor","Sepang","Mutiara Ville Cyberjaya",51,105,3.058406,101.636762
